,    1,    7840,   20060801, ARG, ARGH                , Texas               ,cf2006    
182898,20.0,8508.0,20061202.0, ARG, ARGH                , Wake Forest         ,cf2006    
182899,21.0,783.0,20061202.0, ARG, ARGH                , Boston College      ,cf2006    
182900,22.0,1603.0,20061202.0, ARG, ARGH                , Clemson             ,cf2006    
182901,23.0,7878.0,20061202.0, ARG, ARGH                , TCU                 ,cf2006    
182902,24.0,5279.0,20061202.0, ARG, ARGH                , Nebraska            ,cf2006    
182903,25.0,5970.0,20061202.0, ARG, ARGH                , Oregon St           ,cf2006    
182904,26.0,7848.0,20061202.0, ARG, ARGH                , Texas A&M           ,cf2006    
182905,27.0,8141.0,20061202.0, ARG, ARGH                , UCLA                ,cf2006    
182906,28.0,7242.0,20061202.0, ARG, ARGH                , South Carolina      ,cf2006    
182907,29.0,2881.0,20061202.0, ARG, ARGH                , Georgia             ,cf2006    
182908,30.0,2911.0,20061202.0, ARG, ARGH                , Georgia Tech        ,cf2006    
182909,31.0,3197.0,20061202.0, ARG, ARGH                , Hawaii              ,cf2006    
182910,32.0,4948.0,20061202.0, ARG, ARGH                , Missouri            ,cf2006    
182911,33.0,6114.0,20061202.0, ARG, ARGH                , Penn St             ,cf2006    
182912,34.0,5961.0,20061202.0, ARG, ARGH                , Oregon              ,cf2006    
182913,35.0,3347.0,20061202.0, ARG, ARGH                , Houston             ,cf2006    
182914,36.0,304.0,20061202.0, ARG, ARGH                , Arizona St          ,cf2006    
182915,37.0,7278.0,20061202.0, ARG, ARGH                , South Florida       ,cf2006    
182916,38.0,8588.0,20061202.0, ARG, ARGH                , Washington St       ,cf2006    
182917,39.0,7918.0,20061202.0, ARG, ARGH                , Texas Tech          ,cf2006    
182918,40.0,1529.0,20061202.0, ARG, ARGH                , Cincinnati          ,cf2006    
182919,41.0,3781.0,20061202.0, ARG, ARGH                , Kentucky            ,cf2006    
182920,42.0,5912.0,20061202.0, ARG, ARGH                , Oklahoma St         ,cf2006    
182921,43.0,5253.0,20061202.0, ARG, ARGH                , Navy                ,cf2006    
182922,44.0,2666.0,20061202.0, ARG, ARGH                , Florida St          ,cf2006    
182923,45.0,8099.0,20061202.0, ARG, ARGH                , Tulsa               ,cf2006    
182924,46.0,74.0,20061202.0, ARG, ARGH                , Alabama             ,cf2006    
182925,47.0,294.0,20061202.0, ARG, ARGH                , Arizona             ,cf2006    
182926,48.0,7365.0,20061202.0, ARG, ARGH                , Southern Miss       ,cf2006    
182927,49.0,6236.0,20061202.0, ARG, ARGH                , Pittsburgh          ,cf2006    
182928,50.0,5316.0,20061202.0, ARG, ARGH                , Nevada              ,cf2006    
182929,51.0,4474.0,20061202.0, ARG, ARGH                , Maryland            ,cf2006    
182930,52.0,4858.0,20061202.0, ARG, ARGH                , Minnesota           ,cf2006    
182931,53.0,1404.0,20061202.0, ARG, ARGH                , C Michigan          ,cf2006    
182932,54.0,4719.0,20061202.0, ARG, ARGH                , Miami FL            ,cf2006    
182933,55.0,8551.0,20061202.0, ARG, ARGH                , Washington          ,cf2006    
182934,56.0,8315.0,20061202.0, ARG, ARGH                , Utah                ,cf2006    
182935,57.0,3540.0,20061202.0, ARG, ARGH                , Iowa                ,cf2006    
182936,58.0,3731.0,20061202.0, ARG, ARGH                , Kansas St           ,cf2006    
182937,59.0,6393.0,20061202.0, ARG, ARGH                , Purdue              ,cf2006    
182938,60.0,2292.0,20061202.0, ARG, ARGH                , East Carolina       ,cf2006    
182939,61.0,5825.0,20061202.0, ARG, ARGH                , Ohio                ,cf2006    
182940,62.0,3717.0,20061202.0, ARG, ARGH                , Kansas              ,cf2006    
182941,63.0,8767.0,20061202.0, ARG, ARGH                , W Michigan          ,cf2006    
182942,64.0,6535.0,20061202.0, ARG, ARGH                , Rice                ,cf2006    
182943,65.0,7024.0,20061202.0, ARG, ARGH                , San Jose St         ,cf2006    
182944,66.0,5634.0,20061202.0, ARG, ARGH                , N Illinois          ,cf2006    
182945,67.0,8367.0,20061202.0, ARG, ARGH                , Vanderbilt          ,cf2006    
182946,68.0,4785.0,20061202.0, ARG, ARGH                , MTSU                ,cf2006    
182947,69.0,9162.0,20061202.0, ARG, ARGH                , Wyoming             ,cf2006    
182948,70.0,8432.0,20061202.0, ARG, ARGH                , Virginia            ,cf2006    
182949,71.0,1872.0,20061202.0, ARG, ARGH                , Connecticut         ,cf2006    
182950,72.0,7358.0,20061202.0, ARG, ARGH                , SMU                 ,cf2006    
182951,73.0,7729.0,20061202.0, ARG, ARGH                , Syracuse            ,cf2006    
182952,74.0,4757.0,20061202.0, ARG, ARGH                , Michigan St         ,cf2006    
182953,75.0,4920.0,20061202.0, ARG, ARGH                , Mississippi         ,cf2006    
182954,76.0,3484.0,20061202.0, ARG, ARGH                , Indiana             ,cf2006    
182955,77.0,55.0,20061202.0, ARG, ARGH                , Air Force           ,cf2006    
182956,78.0,5371.0,20061202.0, ARG, ARGH                , New Mexico          ,cf2006    
182957,79.0,557.0,20061202.0, ARG, ARGH                , Baylor              ,cf2006    
182958,80.0,4436.0,20061202.0, ARG, ARGH                , Marshall            ,cf2006    
182959,81.0,4936.0,20061202.0, ARG, ARGH                , Mississippi St      ,cf2006    
182960,82.0,8068.0,20061202.0, ARG, ARGH                , Troy                ,cf2006    
182961,83.0,5511.0,20061202.0, ARG, ARGH                , NC State            ,cf2006    
182962,84.0,501.0,20061202.0, ARG, ARGH                , Ball St             ,cf2006    
182963,85.0,2776.0,20061202.0, ARG, ARGH                , Fresno St           ,cf2006    
182964,86.0,7933.0,20061202.0, ARG, ARGH                , UTEP                ,cf2006    
182965,87.0,5704.0,20061202.0, ARG, ARGH                , Northwestern        ,cf2006    
182966,88.0,5492.0,20061202.0, ARG, ARGH                , North Carolina      ,cf2006    
182967,89.0,3554.0,20061202.0, ARG, ARGH                , Iowa St             ,cf2006    
182968,90.0,4194.0,20061202.0, ARG, ARGH                , ULL                 ,cf2006    
182969,91.0,66.0,20061202.0, ARG, ARGH                , Akron               ,cf2006    
182970,92.0,3771.0,20061202.0, ARG, ARGH                , Kent                ,cf2006    
182971,93.0,8092.0,20061202.0, ARG, ARGH                , Tulane              ,cf2006    
182972,94.0,4200.0,20061202.0, ARG, ARGH                , ULM                 ,cf2006    
182973,95.0,1380.0,20061202.0, ARG, ARGH                , UCF                 ,cf2006    
182974,96.0,5387.0,20061202.0, ARG, ARGH                , New Mexico St       ,cf2006    
182975,97.0,1715.0,20061202.0, ARG, ARGH                , Colorado            ,cf2006    
182976,98.0,7978.0,20061202.0, ARG, ARGH                , Toledo              ,cf2006    
182977,99.0,3425.0,20061202.0, ARG, ARGH                , Illinois            ,cf2006    
182978,100.0,1753.0,20061202.0, ARG, ARGH                , Colorado St         ,cf2006    
182979,101.0,87.0,20061202.0, ARG, ARGH                , UAB                 ,cf2006    
182980,102.0,333.0,20061202.0, ARG, ARGH                , Arkansas St         ,cf2006    
182981,103.0,356.0,20061202.0, ARG, ARGH                , Army                ,cf2006    
182982,104.0,2638.0,20061202.0, ARG, ARGH                , FL Atlantic         ,cf2006    
182983,105.0,3415.0,20061202.0, ARG, ARGH                , Idaho               ,cf2006    
182984,106.0,4636.0,20061202.0, ARG, ARGH                , Memphis             ,cf2006    
182985,107.0,821.0,20061202.0, ARG, ARGH                , Bowling Green       ,cf2006    
182986,108.0,7002.0,20061202.0, ARG, ARGH                , San Diego St        ,cf2006    
182987,109.0,7582.0,20061202.0, ARG, ARGH                , Stanford            ,cf2006    
182988,110.0,5323.0,20061202.0, ARG, ARGH                , UNLV                ,cf2006    
182989,111.0,4725.0,20061202.0, ARG, ARGH                , Miami OH            ,cf2006    
182990,112.0,4218.0,20061202.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
182991,113.0,979.0,20061202.0, ARG, ARGH                , Buffalo             ,cf2006    
182992,114.0,5584.0,20061202.0, ARG, ARGH                , North Texas         ,cf2006    
182993,115.0,2265.0,20061202.0, ARG, ARGH                , Duke                ,cf2006    
182994,116.0,2353.0,20061202.0, ARG, ARGH                , E Michigan          ,cf2006    
182995,117.0,8325.0,20061202.0, ARG, ARGH                , Utah St             ,cf2006    
182996,118.0,7788.0,20061202.0, ARG, ARGH                , Temple              ,cf2006    
182997,119.0,2652.0,20061202.0, ARG, ARGH                , Florida Intl        ,cf2006    
203350,1.0,2625.0,20070108.0, ARG, ARGH                , Florida             ,cf2006    
203351,2.0,5850.0,20070108.0, ARG, ARGH                , Ohio St             ,cf2006    
203352,3.0,4224.0,20070108.0, ARG, ARGH                , Louisville          ,cf2006    
203353,4.0,8251.0,20070108.0, ARG, ARGH                , USC                 ,cf2006    
203354,5.0,4206.0,20070108.0, ARG, ARGH                , LSU                 ,cf2006    
203355,6.0,771.0,20070108.0, ARG, ARGH                , Boise St            ,cf2006    
203356,7.0,4741.0,20070108.0, ARG, ARGH                , Michigan            ,cf2006    
203357,8.0,9031.0,20070108.0, ARG, ARGH                , Wisconsin           ,cf2006    
203358,9.0,402.0,20070108.0, ARG, ARGH                , Auburn              ,cf2006    
203359,10.0,6696.0,20070108.0, ARG, ARGH                , Rutgers             ,cf2006    
203360,11.0,8716.0,20070108.0, ARG, ARGH                , West Virginia       ,cf2006    
203361,12.0,891.0,20070108.0, ARG, ARGH                , BYU                 ,cf2006    
203362,13.0,1098.0,20070108.0, ARG, ARGH                , California          ,cf2006    
203363,14.0,8459.0,20070108.0, ARG, ARGH                , Virginia Tech       ,cf2006    
203364,15.0,5886.0,20070108.0, ARG, ARGH                , Oklahoma            ,cf2006    
203365,16.0,7801.0,20070108.0, ARG, ARGH                , Tennessee           ,cf2006    
203366,17.0,316.0,20070108.0, ARG, ARGH                , Arkansas            ,cf2006    
203367,18.0,7840.0,20070108.0, ARG, ARGH                , Texas               ,cf2006    
203368,19.0,7878.0,20070108.0, ARG, ARGH                , TCU                 ,cf2006    
203369,20.0,783.0,20070108.0, ARG, ARGH                , Boston College      ,cf2006    
203370,21.0,5749.0,20070108.0, ARG, ARGH                , Notre Dame          ,cf2006    
203371,22.0,8508.0,20070108.0, ARG, ARGH                , Wake Forest         ,cf2006    
203372,23.0,2881.0,20070108.0, ARG, ARGH                , Georgia             ,cf2006    
203373,24.0,5970.0,20070108.0, ARG, ARGH                , Oregon St           ,cf2006    
203374,25.0,7242.0,20070108.0, ARG, ARGH                , South Carolina      ,cf2006    
203375,26.0,5279.0,20070108.0, ARG, ARGH                , Nebraska            ,cf2006    
203376,27.0,1603.0,20070108.0, ARG, ARGH                , Clemson             ,cf2006    
203377,28.0,3197.0,20070108.0, ARG, ARGH                , Hawaii              ,cf2006    
203378,29.0,6114.0,20070108.0, ARG, ARGH                , Penn St             ,cf2006    
203379,30.0,2911.0,20070108.0, ARG, ARGH                , Georgia Tech        ,cf2006    
203380,31.0,7848.0,20070108.0, ARG, ARGH                , Texas A&M           ,cf2006    
203381,32.0,8141.0,20070108.0, ARG, ARGH                , UCLA                ,cf2006    
203382,33.0,7278.0,20070108.0, ARG, ARGH                , South Florida       ,cf2006    
203383,34.0,4948.0,20070108.0, ARG, ARGH                , Missouri            ,cf2006    
203384,35.0,3781.0,20070108.0, ARG, ARGH                , Kentucky            ,cf2006    
203385,36.0,5961.0,20070108.0, ARG, ARGH                , Oregon              ,cf2006    
203386,37.0,2666.0,20070108.0, ARG, ARGH                , Florida St          ,cf2006    
203387,38.0,1529.0,20070108.0, ARG, ARGH                , Cincinnati          ,cf2006    
203388,39.0,7918.0,20070108.0, ARG, ARGH                , Texas Tech          ,cf2006    
203389,40.0,3347.0,20070108.0, ARG, ARGH                , Houston             ,cf2006    
203390,41.0,5912.0,20070108.0, ARG, ARGH                , Oklahoma St         ,cf2006    
203391,42.0,8588.0,20070108.0, ARG, ARGH                , Washington St       ,cf2006    
203392,43.0,7365.0,20070108.0, ARG, ARGH                , Southern Miss       ,cf2006    
203393,44.0,304.0,20070108.0, ARG, ARGH                , Arizona St          ,cf2006    
203394,45.0,4474.0,20070108.0, ARG, ARGH                , Maryland            ,cf2006    
203395,46.0,6236.0,20070108.0, ARG, ARGH                , Pittsburgh          ,cf2006    
203396,47.0,5253.0,20070108.0, ARG, ARGH                , Navy                ,cf2006    
203397,48.0,294.0,20070108.0, ARG, ARGH                , Arizona             ,cf2006    
203398,49.0,8315.0,20070108.0, ARG, ARGH                , Utah                ,cf2006    
203399,50.0,1404.0,20070108.0, ARG, ARGH                , C Michigan          ,cf2006    
203400,51.0,74.0,20070108.0, ARG, ARGH                , Alabama             ,cf2006    
203401,52.0,4719.0,20070108.0, ARG, ARGH                , Miami FL            ,cf2006    
203402,53.0,5316.0,20070108.0, ARG, ARGH                , Nevada              ,cf2006    
203403,54.0,8099.0,20070108.0, ARG, ARGH                , Tulsa               ,cf2006    
203404,55.0,4858.0,20070108.0, ARG, ARGH                , Minnesota           ,cf2006    
203405,56.0,8551.0,20070108.0, ARG, ARGH                , Washington          ,cf2006    
203406,57.0,3540.0,20070108.0, ARG, ARGH                , Iowa                ,cf2006    
203407,58.0,3731.0,20070108.0, ARG, ARGH                , Kansas St           ,cf2006    
203408,59.0,7024.0,20070108.0, ARG, ARGH                , San Jose St         ,cf2006    
203409,60.0,6393.0,20070108.0, ARG, ARGH                , Purdue              ,cf2006    
203410,61.0,2292.0,20070108.0, ARG, ARGH                , East Carolina       ,cf2006    
203411,62.0,3717.0,20070108.0, ARG, ARGH                , Kansas              ,cf2006    
203412,63.0,8367.0,20070108.0, ARG, ARGH                , Vanderbilt          ,cf2006    
203413,64.0,8767.0,20070108.0, ARG, ARGH                , W Michigan          ,cf2006    
203414,65.0,5825.0,20070108.0, ARG, ARGH                , Ohio                ,cf2006    
203415,66.0,5634.0,20070108.0, ARG, ARGH                , N Illinois          ,cf2006    
203416,67.0,9162.0,20070108.0, ARG, ARGH                , Wyoming             ,cf2006    
203417,68.0,6535.0,20070108.0, ARG, ARGH                , Rice                ,cf2006    
203418,69.0,4785.0,20070108.0, ARG, ARGH                , MTSU                ,cf2006    
203419,70.0,8432.0,20070108.0, ARG, ARGH                , Virginia            ,cf2006    
203420,71.0,1872.0,20070108.0, ARG, ARGH                , Connecticut         ,cf2006    
203421,72.0,7729.0,20070108.0, ARG, ARGH                , Syracuse            ,cf2006    
203422,73.0,8068.0,20070108.0, ARG, ARGH                , Troy                ,cf2006    
203423,74.0,4920.0,20070108.0, ARG, ARGH                , Mississippi         ,cf2006    
203424,75.0,55.0,20070108.0, ARG, ARGH                , Air Force           ,cf2006    
203425,76.0,7358.0,20070108.0, ARG, ARGH                , SMU                 ,cf2006    
203426,77.0,4757.0,20070108.0, ARG, ARGH                , Michigan St         ,cf2006    
203427,78.0,3484.0,20070108.0, ARG, ARGH                , Indiana             ,cf2006    
203428,79.0,4936.0,20070108.0, ARG, ARGH                , Mississippi St      ,cf2006    
203429,80.0,5371.0,20070108.0, ARG, ARGH                , New Mexico          ,cf2006    
203430,81.0,557.0,20070108.0, ARG, ARGH                , Baylor              ,cf2006    
203431,82.0,4436.0,20070108.0, ARG, ARGH                , Marshall            ,cf2006    
203432,83.0,5511.0,20070108.0, ARG, ARGH                , NC State            ,cf2006    
203433,84.0,2776.0,20070108.0, ARG, ARGH                , Fresno St           ,cf2006    
203434,85.0,501.0,20070108.0, ARG, ARGH                , Ball St             ,cf2006    
203435,86.0,7933.0,20070108.0, ARG, ARGH                , UTEP                ,cf2006    
203436,87.0,4194.0,20070108.0, ARG, ARGH                , ULL                 ,cf2006    
203437,88.0,5492.0,20070108.0, ARG, ARGH                , North Carolina      ,cf2006    
203438,89.0,5704.0,20070108.0, ARG, ARGH                , Northwestern        ,cf2006    
203439,90.0,66.0,20070108.0, ARG, ARGH                , Akron               ,cf2006    
203440,91.0,4200.0,20070108.0, ARG, ARGH                , ULM                 ,cf2006    
203441,92.0,3554.0,20070108.0, ARG, ARGH                , Iowa St             ,cf2006    
203442,93.0,5387.0,20070108.0, ARG, ARGH                , New Mexico St       ,cf2006    
203443,94.0,8092.0,20070108.0, ARG, ARGH                , Tulane              ,cf2006    
203444,95.0,1380.0,20070108.0, ARG, ARGH                , UCF                 ,cf2006    
203445,96.0,3771.0,20070108.0, ARG, ARGH                , Kent                ,cf2006    
203446,97.0,1753.0,20070108.0, ARG, ARGH                , Colorado St         ,cf2006    
203447,98.0,3425.0,20070108.0, ARG, ARGH                , Illinois            ,cf2006    
203448,99.0,7978.0,20070108.0, ARG, ARGH                , Toledo              ,cf2006    
203449,100.0,1715.0,20070108.0, ARG, ARGH                , Colorado            ,cf2006    
203450,101.0,87.0,20070108.0, ARG, ARGH                , UAB                 ,cf2006    
203451,102.0,333.0,20070108.0, ARG, ARGH                , Arkansas St         ,cf2006    
203452,103.0,356.0,20070108.0, ARG, ARGH                , Army                ,cf2006    
203453,104.0,2638.0,20070108.0, ARG, ARGH                , FL Atlantic         ,cf2006    
203454,105.0,3415.0,20070108.0, ARG, ARGH                , Idaho               ,cf2006    
203455,106.0,4636.0,20070108.0, ARG, ARGH                , Memphis             ,cf2006    
203456,107.0,821.0,20070108.0, ARG, ARGH                , Bowling Green       ,cf2006    
203457,108.0,7002.0,20070108.0, ARG, ARGH                , San Diego St        ,cf2006    
203458,109.0,5323.0,20070108.0, ARG, ARGH                , UNLV                ,cf2006    
203459,110.0,7582.0,20070108.0, ARG, ARGH                , Stanford            ,cf2006    
203460,111.0,4725.0,20070108.0, ARG, ARGH                , Miami OH            ,cf2006    
203461,112.0,4218.0,20070108.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
203462,113.0,979.0,20070108.0, ARG, ARGH                , Buffalo             ,cf2006    
203463,114.0,5584.0,20070108.0, ARG, ARGH                , North Texas         ,cf2006    
203464,115.0,2265.0,20070108.0, ARG, ARGH                , Duke                ,cf2006    
203465,116.0,2353.0,20070108.0, ARG, ARGH                , E Michigan          ,cf2006    
203466,117.0,8325.0,20070108.0, ARG, ARGH                , Utah St             ,cf2006    
203467,118.0,7788.0,20070108.0, ARG, ARGH                , Temple              ,cf2006    
203468,119.0,2652.0,20070108.0, ARG, ARGH                , Florida Intl        ,cf2006    
