,    1,    7840,   20060801, ARG, ARGH                , Texas               ,cf2006    
40963,80.0,7978.0,20060930.0, ARG, ARGH                , Toledo              ,cf2006    
40964,81.0,66.0,20060930.0, ARG, ARGH                , Akron               ,cf2006    
40965,82.0,87.0,20060930.0, ARG, ARGH                , UAB                 ,cf2006    
40966,83.0,821.0,20060930.0, ARG, ARGH                , Bowling Green       ,cf2006    
40967,84.0,5825.0,20060930.0, ARG, ARGH                , Ohio                ,cf2006    
40968,85.0,5492.0,20060930.0, ARG, ARGH                , North Carolina      ,cf2006    
40969,86.0,2292.0,20060930.0, ARG, ARGH                , East Carolina       ,cf2006    
40970,87.0,4436.0,20060930.0, ARG, ARGH                , Marshall            ,cf2006    
40971,88.0,1380.0,20060930.0, ARG, ARGH                , UCF                 ,cf2006    
40972,89.0,4194.0,20060930.0, ARG, ARGH                , ULL                 ,cf2006    
40973,90.0,9162.0,20060930.0, ARG, ARGH                , Wyoming             ,cf2006    
40974,91.0,6535.0,20060930.0, ARG, ARGH                , Rice                ,cf2006    
40975,92.0,5371.0,20060930.0, ARG, ARGH                , New Mexico          ,cf2006    
40976,93.0,356.0,20060930.0, ARG, ARGH                , Army                ,cf2006    
40977,94.0,3484.0,20060930.0, ARG, ARGH                , Indiana             ,cf2006    
40978,95.0,4218.0,20060930.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
40979,96.0,4936.0,20060930.0, ARG, ARGH                , Mississippi St      ,cf2006    
40980,97.0,4636.0,20060930.0, ARG, ARGH                , Memphis             ,cf2006    
40981,98.0,5704.0,20060930.0, ARG, ARGH                , Northwestern        ,cf2006    
40982,99.0,8068.0,20060930.0, ARG, ARGH                , Troy                ,cf2006    
40983,100.0,4920.0,20060930.0, ARG, ARGH                , Mississippi         ,cf2006    
40984,101.0,333.0,20060930.0, ARG, ARGH                , Arkansas St         ,cf2006    
40985,102.0,8092.0,20060930.0, ARG, ARGH                , Tulane              ,cf2006    
40986,103.0,5387.0,20060930.0, ARG, ARGH                , New Mexico St       ,cf2006    
40987,104.0,3415.0,20060930.0, ARG, ARGH                , Idaho               ,cf2006    
40988,105.0,5323.0,20060930.0, ARG, ARGH                , UNLV                ,cf2006    
40989,106.0,7582.0,20060930.0, ARG, ARGH                , Stanford            ,cf2006    
40990,107.0,4200.0,20060930.0, ARG, ARGH                , ULM                 ,cf2006    
40991,108.0,1715.0,20060930.0, ARG, ARGH                , Colorado            ,cf2006    
40992,109.0,979.0,20060930.0, ARG, ARGH                , Buffalo             ,cf2006    
40993,110.0,501.0,20060930.0, ARG, ARGH                , Ball St             ,cf2006    
40994,111.0,7002.0,20060930.0, ARG, ARGH                , San Diego St        ,cf2006    
40995,112.0,2638.0,20060930.0, ARG, ARGH                , FL Atlantic         ,cf2006    
40996,113.0,5584.0,20060930.0, ARG, ARGH                , North Texas         ,cf2006    
40997,114.0,4725.0,20060930.0, ARG, ARGH                , Miami OH            ,cf2006    
40998,115.0,2652.0,20060930.0, ARG, ARGH                , Florida Intl        ,cf2006    
40999,116.0,2353.0,20060930.0, ARG, ARGH                , E Michigan          ,cf2006    
41000,117.0,2265.0,20060930.0, ARG, ARGH                , Duke                ,cf2006    
41001,118.0,8325.0,20060930.0, ARG, ARGH                , Utah St             ,cf2006    
41002,119.0,7788.0,20060930.0, ARG, ARGH                , Temple              ,cf2006    
58147,1.0,5850.0,20061008.0, ARG, ARGH                , Ohio St             ,cf2006    
58148,2.0,2625.0,20061008.0, ARG, ARGH                , Florida             ,cf2006    
58149,3.0,8251.0,20061008.0, ARG, ARGH                , USC                 ,cf2006    
58150,4.0,4741.0,20061008.0, ARG, ARGH                , Michigan            ,cf2006    
58151,5.0,4224.0,20061008.0, ARG, ARGH                , Louisville          ,cf2006    
58152,6.0,771.0,20061008.0, ARG, ARGH                , Boise St            ,cf2006    
58153,7.0,7840.0,20061008.0, ARG, ARGH                , Texas               ,cf2006    
58154,8.0,402.0,20061008.0, ARG, ARGH                , Auburn              ,cf2006    
58155,9.0,1603.0,20061008.0, ARG, ARGH                , Clemson             ,cf2006    
58156,10.0,8716.0,20061008.0, ARG, ARGH                , West Virginia       ,cf2006    
58157,11.0,7801.0,20061008.0, ARG, ARGH                , Tennessee           ,cf2006    
58158,12.0,4206.0,20061008.0, ARG, ARGH                , LSU                 ,cf2006    
58159,13.0,1098.0,20061008.0, ARG, ARGH                , California          ,cf2006    
58160,14.0,4948.0,20061008.0, ARG, ARGH                , Missouri            ,cf2006    
58161,15.0,5749.0,20061008.0, ARG, ARGH                , Notre Dame          ,cf2006    
58162,16.0,5279.0,20061008.0, ARG, ARGH                , Nebraska            ,cf2006    
58163,17.0,3540.0,20061008.0, ARG, ARGH                , Iowa                ,cf2006    
58164,18.0,6696.0,20061008.0, ARG, ARGH                , Rutgers             ,cf2006    
58165,19.0,5961.0,20061008.0, ARG, ARGH                , Oregon              ,cf2006    
58166,20.0,5886.0,20061008.0, ARG, ARGH                , Oklahoma            ,cf2006    
58167,21.0,9031.0,20061008.0, ARG, ARGH                , Wisconsin           ,cf2006    
58168,22.0,2881.0,20061008.0, ARG, ARGH                , Georgia             ,cf2006    
58169,23.0,8141.0,20061008.0, ARG, ARGH                , UCLA                ,cf2006    
58170,24.0,316.0,20061008.0, ARG, ARGH                , Arkansas            ,cf2006    
58171,25.0,783.0,20061008.0, ARG, ARGH                , Boston College      ,cf2006    
58172,26.0,2911.0,20061008.0, ARG, ARGH                , Georgia Tech        ,cf2006    
58173,27.0,7848.0,20061008.0, ARG, ARGH                , Texas A&M           ,cf2006    
58174,28.0,8459.0,20061008.0, ARG, ARGH                , Virginia Tech       ,cf2006    
58175,29.0,8588.0,20061008.0, ARG, ARGH                , Washington St       ,cf2006    
58176,30.0,6236.0,20061008.0, ARG, ARGH                , Pittsburgh          ,cf2006    
58177,31.0,7918.0,20061008.0, ARG, ARGH                , Texas Tech          ,cf2006    
58178,32.0,891.0,20061008.0, ARG, ARGH                , BYU                 ,cf2006    
58179,33.0,8099.0,20061008.0, ARG, ARGH                , Tulsa               ,cf2006    
58180,34.0,2666.0,20061008.0, ARG, ARGH                , Florida St          ,cf2006    
58181,35.0,5253.0,20061008.0, ARG, ARGH                , Navy                ,cf2006    
58182,36.0,6114.0,20061008.0, ARG, ARGH                , Penn St             ,cf2006    
58183,37.0,8315.0,20061008.0, ARG, ARGH                , Utah                ,cf2006    
58184,38.0,8508.0,20061008.0, ARG, ARGH                , Wake Forest         ,cf2006    
58185,39.0,74.0,20061008.0, ARG, ARGH                , Alabama             ,cf2006    
58186,40.0,8551.0,20061008.0, ARG, ARGH                , Washington          ,cf2006    
58187,41.0,4719.0,20061008.0, ARG, ARGH                , Miami FL            ,cf2006    
58188,42.0,7878.0,20061008.0, ARG, ARGH                , TCU                 ,cf2006    
58189,43.0,7365.0,20061008.0, ARG, ARGH                , Southern Miss       ,cf2006    
58190,44.0,7242.0,20061008.0, ARG, ARGH                , South Carolina      ,cf2006    
58191,45.0,4858.0,20061008.0, ARG, ARGH                , Minnesota           ,cf2006    
58192,46.0,4757.0,20061008.0, ARG, ARGH                , Michigan St         ,cf2006    
58193,47.0,7278.0,20061008.0, ARG, ARGH                , South Florida       ,cf2006    
58194,48.0,304.0,20061008.0, ARG, ARGH                , Arizona St          ,cf2006    
58195,49.0,5511.0,20061008.0, ARG, ARGH                , NC State            ,cf2006    
58196,50.0,5912.0,20061008.0, ARG, ARGH                , Oklahoma St         ,cf2006    
58197,51.0,3347.0,20061008.0, ARG, ARGH                , Houston             ,cf2006    
58198,52.0,3731.0,20061008.0, ARG, ARGH                , Kansas St           ,cf2006    
58199,53.0,3197.0,20061008.0, ARG, ARGH                , Hawaii              ,cf2006    
58200,54.0,3781.0,20061008.0, ARG, ARGH                , Kentucky            ,cf2006    
58201,55.0,1753.0,20061008.0, ARG, ARGH                , Colorado St         ,cf2006    
58202,56.0,6393.0,20061008.0, ARG, ARGH                , Purdue              ,cf2006    
58203,57.0,55.0,20061008.0, ARG, ARGH                , Air Force           ,cf2006    
58204,58.0,5970.0,20061008.0, ARG, ARGH                , Oregon St           ,cf2006    
58205,59.0,4474.0,20061008.0, ARG, ARGH                , Maryland            ,cf2006    
58206,60.0,1404.0,20061008.0, ARG, ARGH                , C Michigan          ,cf2006    
58207,61.0,557.0,20061008.0, ARG, ARGH                , Baylor              ,cf2006    
58208,62.0,5634.0,20061008.0, ARG, ARGH                , N Illinois          ,cf2006    
58209,63.0,7729.0,20061008.0, ARG, ARGH                , Syracuse            ,cf2006    
58210,64.0,3717.0,20061008.0, ARG, ARGH                , Kansas              ,cf2006    
58211,65.0,1529.0,20061008.0, ARG, ARGH                , Cincinnati          ,cf2006    
58212,66.0,3554.0,20061008.0, ARG, ARGH                , Iowa St             ,cf2006    
58213,67.0,8367.0,20061008.0, ARG, ARGH                , Vanderbilt          ,cf2006    
58214,68.0,3771.0,20061008.0, ARG, ARGH                , Kent                ,cf2006    
58215,69.0,8767.0,20061008.0, ARG, ARGH                , W Michigan          ,cf2006    
58216,70.0,7933.0,20061008.0, ARG, ARGH                , UTEP                ,cf2006    
58217,71.0,4194.0,20061008.0, ARG, ARGH                , ULL                 ,cf2006    
58218,72.0,5316.0,20061008.0, ARG, ARGH                , Nevada              ,cf2006    
58219,73.0,5825.0,20061008.0, ARG, ARGH                , Ohio                ,cf2006    
58220,74.0,2292.0,20061008.0, ARG, ARGH                , East Carolina       ,cf2006    
58221,75.0,356.0,20061008.0, ARG, ARGH                , Army                ,cf2006    
58222,76.0,87.0,20061008.0, ARG, ARGH                , UAB                 ,cf2006    
58223,77.0,1872.0,20061008.0, ARG, ARGH                , Connecticut         ,cf2006    
58224,78.0,294.0,20061008.0, ARG, ARGH                , Arizona             ,cf2006    
58225,79.0,1380.0,20061008.0, ARG, ARGH                , UCF                 ,cf2006    
58226,80.0,7024.0,20061008.0, ARG, ARGH                , San Jose St         ,cf2006    
58227,81.0,7358.0,20061008.0, ARG, ARGH                , SMU                 ,cf2006    
58228,82.0,821.0,20061008.0, ARG, ARGH                , Bowling Green       ,cf2006    
58229,83.0,9162.0,20061008.0, ARG, ARGH                , Wyoming             ,cf2006    
58230,84.0,4785.0,20061008.0, ARG, ARGH                , MTSU                ,cf2006    
58231,85.0,8432.0,20061008.0, ARG, ARGH                , Virginia            ,cf2006    
58232,86.0,66.0,20061008.0, ARG, ARGH                , Akron               ,cf2006    
58233,87.0,2776.0,20061008.0, ARG, ARGH                , Fresno St           ,cf2006    
58234,88.0,3425.0,20061008.0, ARG, ARGH                , Illinois            ,cf2006    
58235,89.0,3484.0,20061008.0, ARG, ARGH                , Indiana             ,cf2006    
58236,90.0,4920.0,20061008.0, ARG, ARGH                , Mississippi         ,cf2006    
58237,91.0,7978.0,20061008.0, ARG, ARGH                , Toledo              ,cf2006    
58238,92.0,5492.0,20061008.0, ARG, ARGH                , North Carolina      ,cf2006    
58239,93.0,4436.0,20061008.0, ARG, ARGH                , Marshall            ,cf2006    
58240,94.0,8092.0,20061008.0, ARG, ARGH                , Tulane              ,cf2006    
58241,95.0,4218.0,20061008.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
58242,96.0,3415.0,20061008.0, ARG, ARGH                , Idaho               ,cf2006    
58243,97.0,6535.0,20061008.0, ARG, ARGH                , Rice                ,cf2006    
58244,98.0,5371.0,20061008.0, ARG, ARGH                , New Mexico          ,cf2006    
58245,99.0,333.0,20061008.0, ARG, ARGH                , Arkansas St         ,cf2006    
58246,100.0,4636.0,20061008.0, ARG, ARGH                , Memphis             ,cf2006    
58247,101.0,8068.0,20061008.0, ARG, ARGH                , Troy                ,cf2006    
58248,102.0,4936.0,20061008.0, ARG, ARGH                , Mississippi St      ,cf2006    
58249,103.0,501.0,20061008.0, ARG, ARGH                , Ball St             ,cf2006    
58250,104.0,5704.0,20061008.0, ARG, ARGH                , Northwestern        ,cf2006    
58251,105.0,5387.0,20061008.0, ARG, ARGH                , New Mexico St       ,cf2006    
58252,106.0,7582.0,20061008.0, ARG, ARGH                , Stanford            ,cf2006    
58253,107.0,5323.0,20061008.0, ARG, ARGH                , UNLV                ,cf2006    
58254,108.0,5584.0,20061008.0, ARG, ARGH                , North Texas         ,cf2006    
58255,109.0,1715.0,20061008.0, ARG, ARGH                , Colorado            ,cf2006    
58256,110.0,4200.0,20061008.0, ARG, ARGH                , ULM                 ,cf2006    
58257,111.0,7002.0,20061008.0, ARG, ARGH                , San Diego St        ,cf2006    
58258,112.0,2638.0,20061008.0, ARG, ARGH                , FL Atlantic         ,cf2006    
58259,113.0,979.0,20061008.0, ARG, ARGH                , Buffalo             ,cf2006    
58260,114.0,8325.0,20061008.0, ARG, ARGH                , Utah St             ,cf2006    
58261,115.0,4725.0,20061008.0, ARG, ARGH                , Miami OH            ,cf2006    
58262,116.0,2652.0,20061008.0, ARG, ARGH                , Florida Intl        ,cf2006    
58263,117.0,2353.0,20061008.0, ARG, ARGH                , E Michigan          ,cf2006    
58264,118.0,2265.0,20061008.0, ARG, ARGH                , Duke                ,cf2006    
58265,119.0,7788.0,20061008.0, ARG, ARGH                , Temple              ,cf2006    
72482,1.0,5850.0,20061015.0, ARG, ARGH                , Ohio St             ,cf2006    
72483,2.0,4741.0,20061015.0, ARG, ARGH                , Michigan            ,cf2006    
72484,3.0,8251.0,20061015.0, ARG, ARGH                , USC                 ,cf2006    
72485,4.0,2625.0,20061015.0, ARG, ARGH                , Florida             ,cf2006    
72486,5.0,4224.0,20061015.0, ARG, ARGH                , Louisville          ,cf2006    
72487,6.0,402.0,20061015.0, ARG, ARGH                , Auburn              ,cf2006    
72488,7.0,1098.0,20061015.0, ARG, ARGH                , California          ,cf2006    
72489,8.0,771.0,20061015.0, ARG, ARGH                , Boise St            ,cf2006    
72490,9.0,7840.0,20061015.0, ARG, ARGH                , Texas               ,cf2006    
72491,10.0,6696.0,20061015.0, ARG, ARGH                , Rutgers             ,cf2006    
72492,11.0,4206.0,20061015.0, ARG, ARGH                , LSU                 ,cf2006    
72493,12.0,8716.0,20061015.0, ARG, ARGH                , West Virginia       ,cf2006    
72494,13.0,1603.0,20061015.0, ARG, ARGH                , Clemson             ,cf2006    
72495,14.0,7801.0,20061015.0, ARG, ARGH                , Tennessee           ,cf2006    
72496,15.0,5279.0,20061015.0, ARG, ARGH                , Nebraska            ,cf2006    
72497,16.0,9031.0,20061015.0, ARG, ARGH                , Wisconsin           ,cf2006    
72498,17.0,5961.0,20061015.0, ARG, ARGH                , Oregon              ,cf2006    
72499,18.0,5749.0,20061015.0, ARG, ARGH                , Notre Dame          ,cf2006    
72500,19.0,316.0,20061015.0, ARG, ARGH                , Arkansas            ,cf2006    
72501,20.0,783.0,20061015.0, ARG, ARGH                , Boston College      ,cf2006    
72502,21.0,4948.0,20061015.0, ARG, ARGH                , Missouri            ,cf2006    
72503,22.0,6236.0,20061015.0, ARG, ARGH                , Pittsburgh          ,cf2006    
72504,23.0,5886.0,20061015.0, ARG, ARGH                , Oklahoma            ,cf2006    
72505,24.0,7848.0,20061015.0, ARG, ARGH                , Texas A&M           ,cf2006    
72506,25.0,2911.0,20061015.0, ARG, ARGH                , Georgia Tech        ,cf2006    
72507,26.0,8099.0,20061015.0, ARG, ARGH                , Tulsa               ,cf2006    
72508,27.0,8508.0,20061015.0, ARG, ARGH                , Wake Forest         ,cf2006    
72509,28.0,8588.0,20061015.0, ARG, ARGH                , Washington St       ,cf2006    
72510,29.0,3540.0,20061015.0, ARG, ARGH                , Iowa                ,cf2006    
72511,30.0,891.0,20061015.0, ARG, ARGH                , BYU                 ,cf2006    
72512,31.0,8141.0,20061015.0, ARG, ARGH                , UCLA                ,cf2006    
72513,32.0,2881.0,20061015.0, ARG, ARGH                , Georgia             ,cf2006    
72514,33.0,8459.0,20061015.0, ARG, ARGH                , Virginia Tech       ,cf2006    
72515,34.0,74.0,20061015.0, ARG, ARGH                , Alabama             ,cf2006    
72516,35.0,2666.0,20061015.0, ARG, ARGH                , Florida St          ,cf2006    
72517,36.0,4719.0,20061015.0, ARG, ARGH                , Miami FL            ,cf2006    
72518,37.0,6114.0,20061015.0, ARG, ARGH                , Penn St             ,cf2006    
72519,38.0,7365.0,20061015.0, ARG, ARGH                , Southern Miss       ,cf2006    
72520,39.0,7242.0,20061015.0, ARG, ARGH                , South Carolina      ,cf2006    
72521,40.0,7918.0,20061015.0, ARG, ARGH                , Texas Tech          ,cf2006    
72522,41.0,7878.0,20061015.0, ARG, ARGH                , TCU                 ,cf2006    
72523,42.0,5253.0,20061015.0, ARG, ARGH                , Navy                ,cf2006    
72524,43.0,8551.0,20061015.0, ARG, ARGH                , Washington          ,cf2006    
72525,44.0,7278.0,20061015.0, ARG, ARGH                , South Florida       ,cf2006    
72526,45.0,5912.0,20061015.0, ARG, ARGH                , Oklahoma St         ,cf2006    
72527,46.0,304.0,20061015.0, ARG, ARGH                , Arizona St          ,cf2006    
72528,47.0,5970.0,20061015.0, ARG, ARGH                , Oregon St           ,cf2006    
72529,48.0,8315.0,20061015.0, ARG, ARGH                , Utah                ,cf2006    
72530,49.0,3197.0,20061015.0, ARG, ARGH                , Hawaii              ,cf2006    
72531,50.0,55.0,20061015.0, ARG, ARGH                , Air Force           ,cf2006    
72532,51.0,4858.0,20061015.0, ARG, ARGH                , Minnesota           ,cf2006    
72533,52.0,4757.0,20061015.0, ARG, ARGH                , Michigan St         ,cf2006    
72534,53.0,6393.0,20061015.0, ARG, ARGH                , Purdue              ,cf2006    
72535,54.0,8367.0,20061015.0, ARG, ARGH                , Vanderbilt          ,cf2006    
72536,55.0,3347.0,20061015.0, ARG, ARGH                , Houston             ,cf2006    
72537,56.0,4474.0,20061015.0, ARG, ARGH                , Maryland            ,cf2006    
72538,57.0,5511.0,20061015.0, ARG, ARGH                , NC State            ,cf2006    
72539,58.0,3771.0,20061015.0, ARG, ARGH                , Kent                ,cf2006    
72540,59.0,1404.0,20061015.0, ARG, ARGH                , C Michigan          ,cf2006    
72541,60.0,8767.0,20061015.0, ARG, ARGH                , W Michigan          ,cf2006    
72542,61.0,1753.0,20061015.0, ARG, ARGH                , Colorado St         ,cf2006    
72543,62.0,3731.0,20061015.0, ARG, ARGH                , Kansas St           ,cf2006    
72544,63.0,3781.0,20061015.0, ARG, ARGH                , Kentucky            ,cf2006    
72545,64.0,5825.0,20061015.0, ARG, ARGH                , Ohio                ,cf2006    
72546,65.0,9162.0,20061015.0, ARG, ARGH                , Wyoming             ,cf2006    
72547,66.0,1872.0,20061015.0, ARG, ARGH                , Connecticut         ,cf2006    
72548,67.0,7933.0,20061015.0, ARG, ARGH                , UTEP                ,cf2006    
72549,68.0,5634.0,20061015.0, ARG, ARGH                , N Illinois          ,cf2006    
72550,69.0,1529.0,20061015.0, ARG, ARGH                , Cincinnati          ,cf2006    
72551,70.0,7729.0,20061015.0, ARG, ARGH                , Syracuse            ,cf2006    
72552,71.0,557.0,20061015.0, ARG, ARGH                , Baylor              ,cf2006    
72553,72.0,4194.0,20061015.0, ARG, ARGH                , ULL                 ,cf2006    
72554,73.0,3484.0,20061015.0, ARG, ARGH                , Indiana             ,cf2006    
72555,74.0,294.0,20061015.0, ARG, ARGH                , Arizona             ,cf2006    
72556,75.0,5316.0,20061015.0, ARG, ARGH                , Nevada              ,cf2006    
72557,76.0,3717.0,20061015.0, ARG, ARGH                , Kansas              ,cf2006    
72558,77.0,7358.0,20061015.0, ARG, ARGH                , SMU                 ,cf2006    
72559,78.0,7024.0,20061015.0, ARG, ARGH                , San Jose St         ,cf2006    
72560,79.0,3554.0,20061015.0, ARG, ARGH                , Iowa St             ,cf2006    
72561,80.0,821.0,20061015.0, ARG, ARGH                , Bowling Green       ,cf2006    
72562,81.0,356.0,20061015.0, ARG, ARGH                , Army                ,cf2006    
72563,82.0,66.0,20061015.0, ARG, ARGH                , Akron               ,cf2006    
72564,83.0,4785.0,20061015.0, ARG, ARGH                , MTSU                ,cf2006    
72565,84.0,2292.0,20061015.0, ARG, ARGH                , East Carolina       ,cf2006    
72566,85.0,87.0,20061015.0, ARG, ARGH                , UAB                 ,cf2006    
72567,86.0,8432.0,20061015.0, ARG, ARGH                , Virginia            ,cf2006    
72568,87.0,3415.0,20061015.0, ARG, ARGH                , Idaho               ,cf2006    
72569,88.0,5371.0,20061015.0, ARG, ARGH                , New Mexico          ,cf2006    
72570,89.0,3425.0,20061015.0, ARG, ARGH                , Illinois            ,cf2006    
72571,90.0,333.0,20061015.0, ARG, ARGH                , Arkansas St         ,cf2006    
72572,91.0,4920.0,20061015.0, ARG, ARGH                , Mississippi         ,cf2006    
72573,92.0,1380.0,20061015.0, ARG, ARGH                , UCF                 ,cf2006    
72574,93.0,6535.0,20061015.0, ARG, ARGH                , Rice                ,cf2006    
72575,94.0,4936.0,20061015.0, ARG, ARGH                , Mississippi St      ,cf2006    
72576,95.0,8092.0,20061015.0, ARG, ARGH                , Tulane              ,cf2006    
72577,96.0,2776.0,20061015.0, ARG, ARGH                , Fresno St           ,cf2006    
72578,97.0,1715.0,20061015.0, ARG, ARGH                , Colorado            ,cf2006    
72579,98.0,8068.0,20061015.0, ARG, ARGH                , Troy                ,cf2006    
72580,99.0,7978.0,20061015.0, ARG, ARGH                , Toledo              ,cf2006    
72581,100.0,5387.0,20061015.0, ARG, ARGH                , New Mexico St       ,cf2006    
72582,101.0,5492.0,20061015.0, ARG, ARGH                , North Carolina      ,cf2006    
72583,102.0,4436.0,20061015.0, ARG, ARGH                , Marshall            ,cf2006    
72584,103.0,501.0,20061015.0, ARG, ARGH                , Ball St             ,cf2006    
72585,104.0,4218.0,20061015.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
72586,105.0,4636.0,20061015.0, ARG, ARGH                , Memphis             ,cf2006    
72587,106.0,5584.0,20061015.0, ARG, ARGH                , North Texas         ,cf2006    
72588,107.0,5704.0,20061015.0, ARG, ARGH                , Northwestern        ,cf2006    
72589,108.0,2638.0,20061015.0, ARG, ARGH                , FL Atlantic         ,cf2006    
72590,109.0,5323.0,20061015.0, ARG, ARGH                , UNLV                ,cf2006    
72591,110.0,7002.0,20061015.0, ARG, ARGH                , San Diego St        ,cf2006    
72592,111.0,4725.0,20061015.0, ARG, ARGH                , Miami OH            ,cf2006    
72593,112.0,4200.0,20061015.0, ARG, ARGH                , ULM                 ,cf2006    
72594,113.0,7582.0,20061015.0, ARG, ARGH                , Stanford            ,cf2006    
72595,114.0,979.0,20061015.0, ARG, ARGH                , Buffalo             ,cf2006    
72596,115.0,8325.0,20061015.0, ARG, ARGH                , Utah St             ,cf2006    
72597,116.0,2353.0,20061015.0, ARG, ARGH                , E Michigan          ,cf2006    
72598,117.0,2652.0,20061015.0, ARG, ARGH                , Florida Intl        ,cf2006    
72599,118.0,2265.0,20061015.0, ARG, ARGH                , Duke                ,cf2006    
72600,119.0,7788.0,20061015.0, ARG, ARGH                , Temple              ,cf2006    
88256,1.0,5850.0,20061022.0, ARG, ARGH                , Ohio St             ,cf2006    
88257,2.0,4741.0,20061022.0, ARG, ARGH                , Michigan            ,cf2006    
88258,3.0,8251.0,20061022.0, ARG, ARGH                , USC                 ,cf2006    
88259,4.0,4224.0,20061022.0, ARG, ARGH                , Louisville          ,cf2006    
88260,5.0,2625.0,20061022.0, ARG, ARGH                , Florida             ,cf2006    
88261,6.0,6696.0,20061022.0, ARG, ARGH                , Rutgers             ,cf2006    
88262,7.0,402.0,20061022.0, ARG, ARGH                , Auburn              ,cf2006    
88263,8.0,8716.0,20061022.0, ARG, ARGH                , West Virginia       ,cf2006    
88264,9.0,7840.0,20061022.0, ARG, ARGH                , Texas               ,cf2006    
88265,10.0,771.0,20061022.0, ARG, ARGH                , Boise St            ,cf2006    
88266,11.0,1098.0,20061022.0, ARG, ARGH                , California          ,cf2006    
88267,12.0,1603.0,20061022.0, ARG, ARGH                , Clemson             ,cf2006    
88268,13.0,4206.0,20061022.0, ARG, ARGH                , LSU                 ,cf2006    
88269,14.0,9031.0,20061022.0, ARG, ARGH                , Wisconsin           ,cf2006    
88270,15.0,7801.0,20061022.0, ARG, ARGH                , Tennessee           ,cf2006    
88271,16.0,783.0,20061022.0, ARG, ARGH                , Boston College      ,cf2006    
88272,17.0,4948.0,20061022.0, ARG, ARGH                , Missouri            ,cf2006    
88273,18.0,5749.0,20061022.0, ARG, ARGH                , Notre Dame          ,cf2006    
88274,19.0,316.0,20061022.0, ARG, ARGH                , Arkansas            ,cf2006    
88275,20.0,5279.0,20061022.0, ARG, ARGH                , Nebraska            ,cf2006    
88276,21.0,7848.0,20061022.0, ARG, ARGH                , Texas A&M           ,cf2006    
88277,22.0,5886.0,20061022.0, ARG, ARGH                , Oklahoma            ,cf2006    
88278,23.0,5961.0,20061022.0, ARG, ARGH                , Oregon              ,cf2006    
88279,24.0,8588.0,20061022.0, ARG, ARGH                , Washington St       ,cf2006    
88280,25.0,6236.0,20061022.0, ARG, ARGH                , Pittsburgh          ,cf2006    
88281,26.0,8099.0,20061022.0, ARG, ARGH                , Tulsa               ,cf2006    
88282,27.0,8459.0,20061022.0, ARG, ARGH                , Virginia Tech       ,cf2006    
88283,28.0,891.0,20061022.0, ARG, ARGH                , BYU                 ,cf2006    
88284,29.0,2911.0,20061022.0, ARG, ARGH                , Georgia Tech        ,cf2006    
88285,30.0,8508.0,20061022.0, ARG, ARGH                , Wake Forest         ,cf2006    
88286,31.0,3540.0,20061022.0, ARG, ARGH                , Iowa                ,cf2006    
88287,32.0,7242.0,20061022.0, ARG, ARGH                , South Carolina      ,cf2006    
88288,33.0,6114.0,20061022.0, ARG, ARGH                , Penn St             ,cf2006    
88289,34.0,2881.0,20061022.0, ARG, ARGH                , Georgia             ,cf2006    
88290,35.0,74.0,20061022.0, ARG, ARGH                , Alabama             ,cf2006    
88291,36.0,8141.0,20061022.0, ARG, ARGH                , UCLA                ,cf2006    
88292,37.0,7878.0,20061022.0, ARG, ARGH                , TCU                 ,cf2006    
88293,38.0,2666.0,20061022.0, ARG, ARGH                , Florida St          ,cf2006    
88294,39.0,4719.0,20061022.0, ARG, ARGH                , Miami FL            ,cf2006    
88295,40.0,7918.0,20061022.0, ARG, ARGH                , Texas Tech          ,cf2006    
88296,41.0,5970.0,20061022.0, ARG, ARGH                , Oregon St           ,cf2006    
88297,42.0,3197.0,20061022.0, ARG, ARGH                , Hawaii              ,cf2006    
88298,43.0,304.0,20061022.0, ARG, ARGH                , Arizona St          ,cf2006    
88299,44.0,5253.0,20061022.0, ARG, ARGH                , Navy                ,cf2006    
88300,45.0,8551.0,20061022.0, ARG, ARGH                , Washington          ,cf2006    
88301,46.0,4757.0,20061022.0, ARG, ARGH                , Michigan St         ,cf2006    
88302,47.0,3347.0,20061022.0, ARG, ARGH                , Houston             ,cf2006    
88303,48.0,5912.0,20061022.0, ARG, ARGH                , Oklahoma St         ,cf2006    
88304,49.0,7365.0,20061022.0, ARG, ARGH                , Southern Miss       ,cf2006    
88305,50.0,4474.0,20061022.0, ARG, ARGH                , Maryland            ,cf2006    
88306,51.0,4858.0,20061022.0, ARG, ARGH                , Minnesota           ,cf2006    
88307,52.0,1404.0,20061022.0, ARG, ARGH                , C Michigan          ,cf2006    
88308,53.0,8315.0,20061022.0, ARG, ARGH                , Utah                ,cf2006    
88309,54.0,8767.0,20061022.0, ARG, ARGH                , W Michigan          ,cf2006    
88310,55.0,5825.0,20061022.0, ARG, ARGH                , Ohio                ,cf2006    
88311,56.0,1529.0,20061022.0, ARG, ARGH                , Cincinnati          ,cf2006    
88312,57.0,9162.0,20061022.0, ARG, ARGH                , Wyoming             ,cf2006    
88313,58.0,7278.0,20061022.0, ARG, ARGH                , South Florida       ,cf2006    
88314,59.0,55.0,20061022.0, ARG, ARGH                , Air Force           ,cf2006    
